symbol	factor	F1_Liver	F2	F3_Exocrine	F4_CellCycle	F5_ActivatedStroma	F6_BasalLike	F7_Immune	F8_Classical	F9_Lung	F10	F11_Muscle	F12_Endocrine	F13_NormalStroma	F14
ATXN3L	10	0.0089	0.0338	0.0202	0	0.0497	0.0193	0	0	0	1.7523	0	0	0.355	0
ATXN7	10	0.2858	0.5931	0.4016	0.201	0.0278	0.2133	0.4311	0.259	0.2341	1.2616	0.0748	0.1964	0.3068	0.2252
ATXN7L1	10	0.19	0.182	0.1183	0.3607	0.1201	0.4005	0.3518	0.363	0.2484	0.4374	0.332	0.1757	0.3738	0.2821
ATXN7L2	14	0.52	1.2092	0.5754	0.2792	0.1226	0.4025	0.5049	0.5826	0.3445	0.9641	0.429	0.4781	0.3007	1.231
ATXN7L3	2	0.2649	1.0559	0.1369	0.4137	0.3864	0.5441	0.5018	0.595	0.5173	0.4848	0.444	0.5034	0.1694	0.6899
AUH	3	1.3332	0.2764	1.6128	1.1554	0.4389	0.9409	0.896	1.0498	0.9843	0.4105	1.1666	1.0502	1.1909	0.924
AUP1	2	0.6676	1.6345	1.0992	1.1694	0.4975	1.1661	1.0376	0.9561	0.9533	0.6459	0.9715	0.5279	0.4941	0.631
AURKA	4	0.4007	1.314	0.458	1.5709	0.3112	1.013	0.4831	0.6676	0.3171	0.8438	0.6897	0.4039	0.1702	1.4023
AURKAIP1	2	1.449	1.8851	1.0457	1.5842	0.9332	1.3438	1.0706	1.2737	1.2295	1.8269	1.4706	1.3199	1.1519	1.6853
AURKB	4	0.2722	0.3707	0.3943	0.9917	0.1462	0.5222	0.2548	0.2511	0.1322	0.3523	0.3785	0.0429	0.1242	0.6431
AURKC	3	0.1309	0.3008	0.4244	0.3508	0.1491	0.1738	0.186	0.1055	0.1435	0.1956	0.2997	0	0.1566	0.2772
AUTS2	10	0.7085	0.1359	0.6639	0.2318	0.6726	0.4047	0.6415	0.6345	0.5494	1.0613	0.5284	0.5088	0.9358	0.6945
AVEN	11	1.1287	1.0131	0.964	1.1424	1.1257	0.9714	0.6604	0.882	0.7369	0.9933	1.3406	0.5101	1.3367	0.9912
AVIL	10	0.1632	0	0.8083	0.195	0.2913	0.4628	0.6344	0.4953	0.4561	0.8808	0.332	0.6795	0.3317	0
AVL9	6	0.3022	0.1905	0.1942	0.806	0.4897	0.8129	0.294	0.5245	0.2619	0.3337	0.6748	0	0.1452	0.4018
AVP	2	0.6023	2.3126	0.4036	0.0905	0.0396	0.0159	0.0303	0.4724	0.1309	0.7995	0.3402	0.3994	0.6047	0.061
AVPI1	14	1.2181	0.9264	0.5753	0.8607	0.985	1.347	0.4921	1.0521	1.2825	1.1006	0.8671	0.6542	0.9746	1.6283
AVPR1A	1	1.2772	0.0572	0.0153	0.0696	0.2238	0	0.1256	0.1775	0	0.0199	0.3639	0.1527	0.7582	0.463
AVPR1B	14	0.152	0.5047	0.038	0.1071	0.1447	0.0538	0.0751	0.2667	0.167	0.0516	0.224	0.3736	0.0357	0.7127
AVPR2	14	0.38	0.3458	0.1467	0.1398	0.0186	0.1991	0.2445	0.1298	0.3376	0.3568	0.4778	0.1631	0.8402	0.8942
AXIN1	2	0.3503	0.9311	0.4061	0.6238	0.3791	0.6116	0.5804	0.6841	0.4759	0.6286	0.6865	0.3748	0.1876	0.1951
AXIN2	9	0.138	0.4287	0.3425	0.1441	0.6036	0.1265	0.2518	0.6507	0.6565	0.3409	0.3646	0.3957	0.3282	0.2478
AXL	5	0.561	0.9448	0.27	1.6342	2.1707	1.0093	0.4403	0	0.7524	0.4022	0.7442	0.8749	1.3077	1.3219
AXUD1	13	0.8862	0.376	0.5811	0.3558	1.0311	0.0306	0.4539	0.5187	1.0191	0.2884	0.881	0.5162	1.0394	0.9647
AYP1p1	4	0.2339	0.423	0.2868	0.5453	0.2441	0.2961	0.211	0.0865	0.1861	0.13	0.4669	0.1872	0.3854	0.281
AZGP1	1	3.1884	0.9364	2.8256	0.1218	0	0.7907	0.1336	1.4354	0.6057	0.3632	0.2762	0.3353	0.4313	0.7606
AZGP1P1	1	1.0621	0.1352	0.6086	0.1946	0	0.0972	0.0523	0.1356	0.0245	0.0292	0.069	0	0.0912	0.4004
AZI1	10	0.4787	0.8374	0.8137	0.9857	0.6053	1.0042	0.9811	0.5299	0.7768	1.5134	0.7739	0.6656	0.6482	0.8851
AZI2	4	0.8703	0.4364	1.0488	1.128	0.9528	0.6499	0.8717	0.2882	0.9195	0.6154	0.8661	0.598	1.119	0.3524
AZIN1	6	0.8333	1.1628	1.2068	1.4238	0.4267	1.5826	0.8744	0.7881	0.8248	0.7393	1.1246	0.1351	0.7117	0.7297
AZU1	14	0.3142	0.5943	0.2459	0.1387	0.1846	0.1897	0.1664	0.1769	0.337	0.6218	0.2478	0.0138	0	0.7419
B2M	7	1.6531	1.6712	1.3291	2.0749	1.9883	1.7544	2.3656	1.9605	2.2112	0.8431	1.4602	1.833	1.3525	1.3829
B3GALNT1	4	0.0916	0.3938	0.5651	0.9764	0.6489	0.747	0.2157	0.2744	0.8386	0	0.349	0.4595	0.6641	0.5057
B3GALNT2	3	0.2186	0.5715	0.8975	0.7957	0.2383	0.6014	0.1356	0.1917	0.1727	0.638	0.6008	0.0787	0.5702	0.0195
B3GALT1	14	0.1086	0.1578	0.2316	0.1058	0.0411	0.148	0.0831	0.2109	0.1308	0.036	0.239	0.142	0.1078	0.6298
B3GALT2	12	0.1338	0.162	0.195	0.1769	0.0329	0.1239	0.1225	0.192	0.171	0.2513	0.0524	0.2581	0.2023	0.2307
B3GALT4	6	0.4387	0.5931	0.4676	0.762	1.2161	1.8569	1.4884	1.6374	1.1851	1.1926	0.5329	1.6091	1.2319	0.8533
B3GALT5	8	0.0235	0.0302	0.0579	0.3206	0.1999	0.246	0.041	0.912	0.0249	0	0.0542	0.2497	0	0
B3GALT6	4	0.9873	1.2017	1.1199	1.5484	1.3955	0.8819	0.7058	0.8922	0.6954	0.8294	0.8435	1.1158	0.8263	1.1984
B3GALTL	4	0.4678	0.2128	0.5166	0.8726	0.7195	0.6713	0.4212	0.346	0.558	0.5419	0.5404	0.5135	0.6305	0.6965
B3GAT1	12	1.0295	0	0.0313	0.2872	0.0706	0	0.6444	0.1389	0.3833	0.4047	0.1764	1.1237	0.4133	0.519
B3GAT2	10	0.2858	0.0295	0.3684	0.0718	0.0027	0.2663	0.1111	0.2028	0.1563	1.7126	0.189	0.1771	0.4678	0.616
B3GAT3	2	0.4735	1.4767	0.3091	0.5328	0.1896	0.3956	0.3439	0.3809	0.425	0.7229	0.452	0.4671	0.2271	0.1304
B3GNT1	13	0.7166	0.3335	0.8695	1.2922	0.4354	0.2543	0.3951	0.4115	0.6758	0.8886	0.908	1.1282	1.3673	0.8648
B3GNT2	4	0.4477	0	1.1169	1.2995	0.9279	0.713	0.5865	0.6822	0.5325	0	0.2266	0.2309	0.534	0
B3GNT3	8	1.1541	0	0.4124	0.4898	1.4409	3.742	0.1581	3.9748	0.1398	1.4241	0.0205	1.3275	0.276	0.8245
B3GNT4	2	0.0633	0.4143	0	0.2356	0.1357	0.1892	0.0282	0.1474	0.1319	0.0984	0.1813	0.1848	0	0.2464
B3GNT5	6	0.3309	0.2678	1.088	0.9716	1.1819	2.2417	0.2315	1.5156	1.2007	0.7873	0.9629	0.3768	0.8672	0.443
B3GNT6	14	0.3267	0.5543	0.4024	0.1538	0.2505	0.1515	0.1635	0.7135	0.1922	0.3923	0.2262	0.0788	0.0679	1.0197
B3GNT7	2	0.5061	0.8766	0.0907	0.0533	0.1144	0	0.0293	0.3554	0.1358	0.0707	0.2329	0.1947	0.1048	0.4121
B3GNT8	9	0.5158	0.8921	0.3688	0.1287	0.9963	0.3003	0.777	1.4787	1.6908	1.504	0.413	0.7541	0.647	1.0845
B3GNT9	12	0.315	0.9712	0.3799	0.5333	0.9357	0.4029	0.3942	0.6309	0.5622	0.3949	0.5095	1.063	0.5943	0.9941
B3GNTL1	5	0.2223	0.6763	0.117	0.6521	0.7113	0.4388	0.242	0.3088	0.3945	0.5469	0.5487	0.0688	0	0.5217
B4GALNT1	2	0.1655	0.6738	0.1014	0.3367	0.1641	0.1804	0	0.2658	0.0902	0.251	0.5396	0.3299	0.2116	0.5423
B4GALNT2	2	0.2483	0.6299	0	0.0096	0	0.0207	0.1207	0.1022	0.3564	0.3194	0.2247	0	0.0255	0.311
B4GALNT3	8	0.0532	0.2575	0.1183	0.0594	0.1412	0.3912	0.1402	0.6304	0.249	0.3384	0.1418	0.3559	0	0.1449
B4GALNT4	10	0.5836	0.6798	0.687	0.3468	0.0583	0.404	0.4169	0.1513	0.2898	1.1819	0.5081	0.5083	0.522	0.9347
B4GALT1	14	1.2048	1.0633	0.7279	0.8447	1.3316	1.1277	0.9518	0.8778	0.8424	1.0163	0.7178	0.9626	0.7528	1.4144
B4GALT2	14	0.4813	1.0803	0.5889	0.4928	0.4825	0.577	0.2314	0.5537	0.3711	0.8809	0.8121	0.5809	0.4963	1.3949
B4GALT3	10	0.7945	0.9395	0.894	1.1037	0.6161	1.2304	1.1619	0.9471	0.8833	1.4084	0.9921	0.5783	0.8829	1.2837
B4GALT4	8	0.5139	0	0.7826	1.2574	1.1924	1.2742	0.4892	1.696	0.5816	0.5166	0.5572	1.4527	0.6893	0.5083
B4GALT5	6	0.6627	1.0178	0.4326	0.946	1.1127	1.3704	0.4504	0.9797	0.9993	0.9707	1.2708	0.9444	0.6358	0.6288
B4GALT6	4	0.046	0	0.1007	0.7056	0.1459	0.1429	0.0699	0	0.0104	0.2459	0.199	0.2789	0.1376	0
B4GALT7	2	0.4775	1.2339	0.4682	0.5919	0.5894	0.413	0.3151	0.6166	0.5283	0.2249	0.6002	0.6353	0.2673	0.7766
B9D1	12	0.462	0.6803	0.9983	1.1939	0.2131	0.5149	0.22	0.1799	0.9445	0.3703	0.5951	1.2623	0.722	1.0534
B9D2	14	0.8157	0.7798	0.7641	0.9838	1.0129	0.7611	0.7398	0.9151	1.1828	0.9836	0.8603	0.9363	0.8281	1.2399
BAALC	2	1.2138	2.229	1.0037	0.2099	0.498	0.511	0.9838	0.4903	1.2379	1.0519	0.681	0.9208	1.3671	1.3761
BAAT	1	4.1236	0	0.1962	0.07	0.0178	0.1642	0	0.6477	0	0.2918	0	1.149	0	0
BACE1	3	1.2792	1.1364	2.535	1.1774	1.9592	0.7947	1.0329	0.2732	1.3489	1.6435	1.1617	1.4622	1.8458	0.7389
BACE2	8	0.642	1.2086	1.2476	0.8111	1.192	1.501	1.0552	2.4333	0.7248	1.378	0.8698	1.1092	1.0556	1.4862
BACH1	6	0.6313	0.6428	0.365	0.5066	0.5401	0.7402	0.5085	0.3814	0.5787	0.2528	0.5699	0.0368	0.458	0.2375
BACH2	7	0.3606	0.308	0.5828	0.1467	0.2702	0.2937	0.9576	0.3871	0.205	0.3059	0.4775	0.3183	0.5658	0.9262
BAD	2	0.9544	1.5983	0.8326	1.0362	0.8131	1.1035	0.7247	1.2916	1.104	1.092	1.0509	1.1968	1.1749	1.5048
BAG1	11	1.1172	1.3557	1.282	1.34	1.1013	1.1928	1.2616	1.7576	1.6496	1.5528	1.9895	1.5239	1.5938	1.7359
BAG2	13	0.7152	0.6099	0.3902	1.4946	1.161	0.4002	0.3623	0	0.6285	0.3472	1.7523	0.3827	1.845	0.7966
BAG3	11	0.6668	1.1118	0.1811	0.9604	0.7721	1.1179	0.2895	0.3152	1.2021	0.9484	2.2165	0.6395	0.6906	0.4901
BAG4	4	0.5096	0	0.2865	0.8178	0.3828	0.7836	0.3456	0.1495	0.2461	0	0.3931	0.296	0.6169	0.1325
BAG5	4	0.3739	0.5933	0.3963	0.6911	0.4216	0.6158	0.3834	0.5889	0.4174	0.2165	0.6239	0.4871	0.5349	0.5616
BAGE	14	0.2274	0.9337	0.4307	0.3172	0.1272	0.6869	0.3421	0.6134	0.6418	1.1608	0.5413	0.2328	0.436	1.2262
BAGE4	10	0.1607	0.387	0.1587	0.1876	0	0.1555	0.244	0.1728	0.0674	0.825	0.0851	0.1117	0.0361	0
BAHCC1	10	0.2561	0.3844	0.4814	0.3925	0.4426	0.4123	0.3222	0.4473	0.4974	1.0603	0.2857	0.6966	0.6781	0
BAHD1	10	0.8862	0.9168	1.0023	1.0544	0.8049	0.9091	1.1654	1.031	1.0596	1.8212	0.9103	1.1533	0.9849	1.1785
BAI1	14	0.3119	1.1339	0.4089	0.1872	0	0.4178	0.5949	0.3429	0.3368	0.7691	0.4054	0.3125	0.36	1.2722
BAI2	5	0.1361	0.6448	0.0738	0.3824	0.8376	0.2474	0.0703	0.2566	0.0542	0.7058	0.2974	0.5133	0.466	0.719
BAI3	13	0.2929	0	0.2607	0.2038	0.1538	0	0.1777	0.0052	0.492	0.0305	0.1294	0.725	1.5214	0.0223
BAIAP2	9	0.6722	0.6123	0.1121	0.631	0.4565	0.7724	0.1413	0.4316	1.029	0.8329	0.2832	0.7724	0.3927	0.3708
BAIAP2L1	6	0.2386	0.0541	0.4175	0.4474	0.2426	1.2461	0	1.1425	0.2183	0.398	0.1386	0.0491	0.0942	0.1272
BAIAP2L2	8	0.4069	0.4583	0.4383	0.2678	0.2782	0.6439	0.3867	2.426	0.0424	1.1825	0.2958	0.4498	0.2996	0.6366
BAIAP3	12	0.2093	0.2464	0.2273	0.0741	0	0.9053	0.445	0	0.6536	0.3613	0.0131	1.5203	0.0742	0
BAK1	2	0.4642	1.2902	0.2518	0.7183	0.7249	0.927	0.7727	1.2614	0.6128	1.0173	0.5893	0.5376	0	0.6859
BAMBI	8	1.3879	0.5898	1.1916	1.0255	1.1328	0.7424	1.044	1.9429	1.645	1.3693	0.7375	1.2876	0.8281	0.7845
BANF1	2	0.7162	1.5551	0.8371	1.1591	0.4537	1.0328	0.6972	0.7284	0.8043	0.8774	1.1982	0.7837	0.7561	1.2429
BANF2	3	0.094	0.2584	1.1092	0.1712	0	0.0484	0.0037	0	0.1543	0.0081	0.179	0	0.0713	0.3088
BANK1	7	0	0	0.0933	0.5203	0.2976	0.5861	3.0155	1.0919	0.1663	0	0	0.6103	0.6535	0
BANP	2	0.9041	1.3295	0.7023	0.5204	0.3173	0.7948	1.0008	0.6905	0.8342	1.3075	0.8773	0.4984	0.6558	0.9178
BAP1	2	0.3847	0.9334	0.391	0.59	0.5431	0.246	0.4639	0.445	0.5622	0.1135	0.8531	0.4871	0.2752	0.6624
BARD1	4	0.483	1.1462	0.4981	1.2209	0.5059	0.7137	0.6917	0.5961	0.3855	0.251	0.4987	0.32	0.4685	0.2247
BARHL1	14	0.3439	0.309	0.2294	0.2148	0.1357	0.1314	0.0463	0.089	0.1799	0.2529	0.3179	0.1546	0.125	0.7554
BARHL2	14	0.1063	0.1528	0.0577	0.0951	0	0.1823	0.0483	0.1037	0.1012	0.2414	0.2229	0.0047	0.1334	0.2765
BARX1	2	0.1941	0.6073	0.0444	0.2125	0.2812	0.5008	0.087	0.1774	0.0672	0.5391	0.2003	0	0.4761	0.0488
BARX2	14	0.0416	0.3911	0.0979	0.2114	0.227	0.2029	0.0426	0.3855	0.1774	0	0.1311	0.3083	0.0018	0.409
BASP1	5	0.9248	1.4748	0.227	0.841	2.4413	0.4682	1.8691	0.4269	1.3738	1.2302	0.7447	0.8738	1.2517	1.6158
BAT1	4	0.4173	0.9786	0.7983	1.1112	0.3033	0.8082	0.6358	0.5341	0.521	0.6251	0.7423	0.5291	0.5454	0.6584
BAT2	10	0.2559	0.7279	0.4113	0.6603	0.3349	0.4195	0.4363	0.3094	0.379	0.8473	0.5198	0.4579	0.3276	0.4022
BAT2D1	10	0.6374	0.6427	0.8922	1.2369	1.0117	1.2377	1.2943	1.0265	0.7231	1.4818	0.6023	0.8742	0.8539	0.3402
BAT2L	10	0.4348	0.8426	0.5144	0.4598	0.3657	0.5541	0.6532	0.4259	0.5017	1.0284	0.5456	0.6594	0.5926	0.747
BAT3	2	0.9507	1.952	0.9858	1.342	0.9649	1.1458	1.1347	0.9951	1.105	1.5139	1.4199	1.0616	0.8437	1.3753
BAT4	4	1.0467	0.9798	1.1713	1.5742	1.0907	1.2368	1.3257	0.9687	1.2196	1.369	1.5206	1.2877	1.2583	1.4334
BAT5	12	0.6128	0.7388	0.1989	0.6994	0.558	0.3314	0.511	0.644	0.6656	0.0467	0.5982	0.7824	0.485	0.3672
BATF	7	0.9673	0.7066	0	0.1225	1.3328	2.1642	2.6142	2.4114	1.2635	1.9031	0.5883	0.3287	0.5915	0.7919
BATF2	9	0.5353	1.0732	0.6697	0.3646	0.4772	0.6669	0.7284	1.1856	1.2666	0.9069	0.5054	0.664	0	0.7322
BATF3	5	0.2604	0.7661	0.3124	0.5701	1.5633	0	1.2646	0	0.983	0.8184	0.501	0.2498	0.8002	0.9603
BAX	2	0.77	1.9475	0.7369	1.3056	1.0216	0.7549	1.2284	0.9852	1.0451	1.1125	0.7771	0.8389	0.5921	0.7376
BAZ1A	7	0.6518	0.5449	0.3873	1.077	0.9251	0.787	1.1006	0.7989	0.8865	0.2949	0.6664	0.4258	0.3845	0.4581
BAZ1B	14	0.6416	0.7024	0.5483	1.0984	0.7786	0.8112	0.9122	0.6127	0.7402	0.9786	1.0594	1.0319	0.9597	1.2862
BAZ2A	7	0.3926	0.4865	0.6131	0.7346	0.2676	1.0589	1.1013	0.6162	0.7593	1.0458	0.5106	0.59	0.4778	0
BAZ2B	3	0.4519	0.2307	0.7326	0.5777	0.2995	0.5296	0.5474	0.5737	0.5814	0.3208	0.3044	0.5127	0.4809	0.1392
BBC3	2	1.0179	2.314	0.9946	0.5735	0.7649	1.0724	1.071	1.4032	1.0907	1.4058	0.945	1.0427	0.7611	1.6324
BBOX1	12	0.7438	0	0.3867	0.0421	0	0.3826	0	0	0.4048	0	0.0787	1.3339	0	0.2918
BBS1	12	0.2236	0.0565	0.6177	0.631	0.6102	0.4846	0.255	0.5048	0.4521	0	0.2953	0.9932	0.7632	0.2382
BBS10	4	0.8182	0.3373	0.6779	1.0431	0.2963	0.7049	0.6851	0.1489	0.9065	0.1786	0.8148	0.7961	0.9616	0.5549
BBS12	4	0.1836	0.0408	0.7409	0.9871	0.6902	0.7856	0.3699	0.4755	0.6947	0	0.5303	0.633	0.7497	0
BBS2	13	0.8587	0.4791	0.9735	1.2739	0.9479	0.9656	1.115	0.6986	0.9511	1.1501	1.0238	1.223	1.3219	0.8216
BBS4	4	0.489	0.4785	0.8616	0.887	0.5549	0.5755	0.4736	0.4667	0.6994	0.7243	0.6763	0.7108	0.7004	0.4977
BBS5	10	0.8452	0.5569	0.9151	0.9161	0.5755	0.7287	0.8702	0.4467	0.8397	1.4475	0.8403	0.9447	0.7474	0.7719
BBS7	4	0.1779	0.2558	0.2587	0.8053	0.4859	0.3344	0.2775	0.1325	0.3878	0	0.3385	0.2797	0.6531	0
BBS9	13	0.3049	0.3949	0.3217	0.5935	0.5284	0.4496	0.3437	0.1421	0.5133	0.4104	0.4664	0.5395	0.679	0.2967
BBX	2	0.562	1.2889	0.5435	0.6141	0.6428	1.0133	0.7534	0.6824	0.7769	1.0769	0.622	1.0557	0.7283	0.6296
BCAM	2	1.1935	3.7742	1.5672	0.7651	0.5741	0.8759	1.1606	1.1433	1.0931	1.3848	1.1893	1.2098	1.1017	1.7692
BCAN	10	0.3777	0.5276	0.3646	0.3228	0.1041	0.6238	0.1862	0.8395	0.2524	1.1054	0.3541	0.0054	0.1687	0.8967
BCAP29	4	0.4782	0.5885	0.391	1.0395	0.5476	0.5321	0.2554	0.1979	0.7262	0.3908	0.8661	0.2566	0.7834	0.4627
BCAP31	2	1.0232	1.7434	1.039	1.5351	1.1368	1.5132	1.0162	1.4044	1.3665	1.5567	1.2402	1.1744	1.0849	1.6219
BCAR1	2	0.8665	1.5319	0.5475	0.7787	1.1441	1.2983	0.5195	1.4359	0.8834	1.5065	1.117	1.0764	0.6789	0.9993
BCAR3	6	0.4701	0.627	0.2893	1.3139	0.8108	2.0689	0.6337	0.572	0.8225	0.4465	1.142	0.5374	0.976	1.1123
BCAR4	14	0.2708	0.2824	0.0906	0.1564	0.1796	0.2904	0.3304	0.1995	0.2439	0.3649	0.3543	0.1717	0.0967	0.9516
BCAS1	8	0	0.1052	0	0.2931	0.6966	0.9192	0.1827	3.193	0.0997	0.4251	0.2561	0.5943	0.0764	0
BCAS2	4	0.9993	0.4235	1.2573	1.8691	0.9456	1.1928	0.9876	0.6617	1.0216	0.1262	1.1837	0.8552	1.171	0.9979
BCAS3	2	0.4127	0.8083	0.5577	0.3825	0.3037	0.3947	0.2899	0.4133	0.5747	0.5677	0.5501	0.4019	0.5018	0.798
BCAS4	14	0.2502	0.2715	0.2659	0.3971	0.144	0.6632	0.7624	0.3113	0.338	0.6185	0.3997	0.4383	0.3861	1.7256
BCAT1	3	0.3024	0.3952	1.1953	0.8116	0.8507	0.7221	0.0457	0	0.9213	0.1371	0.4108	0	0.4905	0.1057
BCAT2	2	0.4954	1.3149	0.7788	0.5362	0.1335	0.4268	0.2723	0.4576	0.5114	0.6033	0.5381	0.4507	0.4262	0.8232
BCCIP	4	0.435	0.2099	0.7239	1.2601	0.4104	0.7887	0.4201	0.2259	0.4838	0.1806	1.0299	0.4799	0.5742	0.6554
BCDIN3D	4	0.7478	0.295	1.1595	1.1908	0.2947	0.7903	0.9418	0.7324	0.7862	0.4759	0.8472	0.8278	0.922	0.9195
BCHE	13	1.5444	0.7626	0.0986	0.3819	0.5706	0	0.2661	0.0366	0.892	0.0283	0.6085	0.8606	1.9263	0.5987
BCKDHA	14	1.4028	1.6223	0.8934	0.7831	0.6854	0.6781	0.7349	0.9104	0.9309	1.1247	1.1924	1.0235	0.7287	1.664
BCKDHB	4	1.0394	0	0.8861	1.2539	0.4135	0.3433	0.1676	0.4414	0.1559	0	0.2987	0.3972	0.6552	0.061
BCKDK	2	0.8066	1.557	0.8708	0.8424	0.8604	0.5751	0.5214	0.6656	0.6219	0.7094	0.8496	0.5148	0.5596	1.0483
BCL10	8	0.5087	0.4949	0.3854	0.8892	0.808	1.0358	0.5302	1.1207	0.4218	0.5696	0.4379	0.4923	0.507	0.4463
BCL11A	7	0	0.5898	0.8628	0.2692	0	0.2431	1.5229	0.2883	0	0.5076	0	0.2942	0.2461	0.427
BCL11B	7	0.3228	0.3306	0.081	0.2776	0.2449	0.1171	0.8611	0.6462	0.0482	0.4396	0.1481	0.1426	0.0685	0.7404
BCL2	7	0.3157	0.4986	0.6795	0.2869	0.5401	0.029	1.962	0.2145	0.2929	0.2656	0.4947	0.9981	1.5216	0.3502
BCL2A1	9	1.2226	0.3342	0.4256	1.0349	1.5324	0.4467	1.7462	0	1.9004	1.3633	0.7715	0	0	1.1985
BCL2L1	8	0.3306	0.9127	0.1138	0.47	0.3875	0.5621	0.1311	0.9515	0.5346	0.2621	0.4816	0.3313	0.2632	0.7464
BCL2L10	1	0.8499	0	0.5576	0.4711	0	0.3956	0.3557	0.2729	0.0977	0.0931	0.1091	0.4461	0	0.5614
BCL2L11	7	0.4193	0.3738	0.2941	0.2823	0.3548	0.5989	0.8066	0.3648	0.3314	0.724	0.4384	0.1948	0.3414	0.7394
BCL2L12	14	0.7773	1.5736	0.7765	1.505	0.817	1.0732	1.0228	0.9436	0.744	1.3596	1.1318	0.6285	0.5957	1.5853
BCL2L13	11	0.7034	0.7267	0.4695	0.5466	0.2077	0.6193	0.2769	0.3366	0.4682	0.4034	0.998	0.4151	0.3415	0.8493
BCL2L14	8	0	0.161	0.7096	0.3393	0.0992	0.8004	0.2947	1.9242	0.1461	0.039	0.0503	0	0.2615	0.1119
BCL2L15	8	0.2958	0.3418	0.3388	0.155	0.2426	0.4122	0.1627	1.1186	0.0814	0.7078	0.0173	0.1862	0.0481	0.356
BCL2L2	13	0.6199	0.9388	1.1685	1.014	0.6371	0.9258	0.8019	1.0254	1.418	1.6567	1.2406	1.1086	1.7912	0.9451
BCL3	10	1.7752	1.2179	1.0715	1.058	1.5426	1.2186	1.9195	1.9272	1.8049	2.1182	1.0843	1.737	1.0855	1.0352
BCL6	10	1.4154	0.6091	0.6862	0.5429	1.1386	1.0129	1.3798	0.7597	1.8476	1.9611	1.8013	1.274	1.357	1.0086
BCL6B	13	0.4807	0.2545	0.1827	0	0.7863	0.0432	0.6097	0.1188	0.7146	0.6204	0.438	0.1013	1.0242	0.2618
BCL7A	14	0.4885	0.4453	0.5899	0.3626	0.2631	0.4737	0.3409	0.4876	0.4058	0.7258	0.6612	0.6981	0.2538	1.327
BCL7B	4	0.4535	0.2498	0.4499	0.833	0.3633	0.5799	0.4288	0.5349	0.5104	0.447	0.818	0.5219	0.5596	0.6851
BCL7C	2	0.4379	1.0579	0.5394	0.883	0.6899	0.6984	0.4416	0.7314	0.5899	0.6775	0.6774	0.7532	0.7689	0.9499
BCL9	10	0	0.2268	0.0667	0.4089	0.2875	0.335	0	0.3173	0.0571	1.0005	0.0525	0.5021	0.3061	0
BCL9L	14	0.1358	0.4932	0.5334	0.3986	0.3774	0.5045	0.2303	0.3758	0.3191	0.3489	0.3817	0.2032	0.3437	0.7611
BCLAF1	10	0.6956	0.7004	0.9431	1.0664	0.5266	0.6561	1.0298	0.6155	0.6872	1.3121	0.7598	0.7689	0.9196	0.6541
BCMO1	14	0.3381	0.2029	0.2217	0.2402	0.2496	0.3229	0.1006	0.8134	0.2043	0.2802	0.3769	0.1527	0.2588	1.2643
BCO2	1	1.2698	0	0.3971	0.2842	0	0.4749	0.1462	0	0.3609	0.2333	0.8187	1.0013	0	0
BCOR	10	0.5465	0.5733	0.3059	0.4545	0.1518	0.3347	0.3677	0.5317	0.3468	0.7694	0.4369	0.3574	0.4098	0.4072
BCORL1	10	0.3775	0.3708	0.7005	0.5613	0.4772	0.6419	0.9361	0.7105	0.5535	1.1127	0.3564	0.5566	0.7613	0.4932
BCORL2	13	0.0487	0.0324	0.0805	0.0108	0.0132	0.0891	0.0948	0.0472	0.0361	0.0608	0.0567	0	0.0962	0.0652
BCR	10	0.399	0.8998	0.4412	0.5687	0.631	0.835	0.5382	0.9568	0.7601	1.1726	0.4423	0.676	0.73	0.9237
BCS1L	4	0.7925	0.8084	0.9328	1.3785	0.4953	0.9275	0.8182	0.6726	0.806	1.1651	1.1673	0.8944	0.8799	0.899
BDH1	1	1.399	0.9903	0.174	0.6944	0	0.4322	0.2188	1.2427	0.4331	0.225	0.5091	0.501	0.1287	0.9228
BDH2	13	0.9809	0.4682	0.8825	0.5583	0.7718	0.2591	0.6843	0.8638	0.8566	0.4544	0.6318	1.0576	1.2914	0.7601
BDKRB1	5	0	0.0881	0.7145	0.3315	1.8718	0.7403	0	1.2302	0	0.4872	0.5118	0.3708	1.1668	0
BDKRB2	13	0.2249	0.1371	1.4528	0.2888	1.7042	1.1984	0.1783	1.9519	0.367	1.1658	0.6569	1.2765	2.0921	0.7646
BDNF	4	0	0.0811	0	0.8331	0.2057	0.2972	0	0	0.1323	0.0555	0.1989	0	0.1578	0.0875
BDP1	10	0.3208	0.3807	0.3684	0.5005	0.1589	0.4189	0.4126	0.1593	0.2304	1.1625	0.1718	0.2836	0.4905	0
BEAN	6	0.0516	0	0	0	2.1954	2.4999	0.0275	0.84	0.008	0.8792	0.1019	0.3177	0	0
BECN1	8	0.7253	0.9722	0.8736	1.2277	1.0888	0.8615	0.8355	1.2285	0.9231	0.4898	1.0972	0.9821	1.0205	0.6395
BEGAIN	3	0.3411	0.1725	1.7271	0.6177	0.3444	0.1504	0.5666	0.4628	0.4798	1.5202	0.5576	0.4197	0.3844	1.4078
BEND2	13	0.0657	0.0254	0.0628	0.0587	0.0536	0.0065	0	0.0788	0.0349	0.0507	0.0751	0.0065	0.0825	0.0331
